,sedentary,LPA,MPA,VPA,steps,active
784,690,264,8,2,11941.0,3
785,650,277,16,8,15700.0,2
786,540,304,12,8,12972.0,1
787,401,475,36,1,16109.0,2
788,533,337,8,20,12134.0,3
789,912,471,31,26,2367.0,0
790,541,275,30,6,4915.0,0
791,1301,139,0,0,9438.0,2
792,1197,231,10,2,14184.0,1
793,562,337,0,0,13724.0,4
794,476,361,48,21,10563.0,3
795,483,379,27,37,11895.0,3
796,427,358,11,9,1026.0,0
797,402,383,9,1,15516.0,4
798,585,67,0,0,12517.0,4
799,456,282,76,36,17854.0,4
800,1184,198,13,45,0.0,0
801,1096,209,90,45,12098.0,3
802,1430,10,0,0,10160.0,3
803,1155,232,9,44,11295.0,3
804,712,261,12,14,4892.0,0
805,627,367,16,1,17244.0,1
806,785,158,8,2,10608.0,3
807,1079,269,37,55,12331.0,3
808,674,189,26,40,14310.0,4
809,1175,189,36,40,11479.0,3
810,639,258,38,56,8160.0,2
811,596,256,12,32,10730.0,3
812,747,210,11,9,8114.0,1
813,757,181,4,25,7731.0,2
814,657,264,4,7,11814.0,1
815,591,251,37,11,13921.0,4
816,561,321,14,14,13855.0,2
817,1087,275,38,40,9414.0,2
818,615,248,34,55,12283.0,3
819,667,207,20,18,9230.0,2
820,645,244,27,41,19225.0,4
821,652,262,13,27,15798.0,4
822,516,252,46,74,10003.0,3
823,603,238,37,74,10606.0,3
824,643,280,23,46,10134.0,3
825,712,247,23,30,12647.0,4
826,695,241,8,16,10562.0,2
827,656,209,22,51,22671.0,4
828,753,251,18,12,17885.0,2
829,456,296,62,93,10100.0,3
830,509,299,15,74,8597.0,2
831,700,304,17,23,11098.0,3
832,603,209,47,42,10308.0,3
833,643,249,21,30,15472.0,4
834,576,324,32,10,5667.0,1
835,542,294,30,33,16729.0,4
836,752,155,28,25,18227.0,4
837,550,251,86,56,9343.0,2
838,570,343,59,41,20445.0,4
839,779,243,0,0,12133.0,3
840,1090,221,50,79,12357.0,3
841,695,218,16,49,15458.0,4
842,851,154,49,51,14045.0,4
843,1177,147,68,48,11705.0,3
844,520,249,14,65,17129.0,4
845,640,238,19,42,15968.0,4
846,496,270,30,77,13922.0,4
847,547,296,22,55,17415.0,4
848,520,320,8,41,21384.0,4
849,654,310,17,80,11624.0,3
850,451,332,42,75,15410.0,4
851,1104,287,31,18,15405.0,4
852,575,436,35,32,14304.0,4
853,540,344,37,34,12867.0,4
854,596,249,54,39,632.0,0
855,587,299,35,29,0.0,0
856,860,34,0,0,0.0,0
857,1440,0,0,0,0.0,0
858,1440,0,0,0,0.0,0
859,1440,0,0,0,0.0,0
860,1440,0,0,0,0.0,0
861,1440,0,0,0,0.0,0
862,1440,0,0,0,0.0,0
863,1440,0,0,0,0.0,0
864,1440,0,0,0,0.0,0
865,1440,0,0,0,0.0,0
866,1440,0,0,0,0.0,0
867,1440,0,0,0,0.0,0
868,1440,0,0,0,0.0,0
869,1440,0,0,0,0.0,0
870,1440,0,0,0,0.0,0
871,1440,0,0,0,0.0,0
872,1440,0,0,0,0.0,0
873,1440,0,0,0,0.0,0
874,1440,0,0,0,0.0,0
875,1440,0,0,0,0.0,0
876,1440,0,0,0,0.0,0
877,1440,0,0,0,0.0,0
878,1440,0,0,0,0.0,0
879,1440,0,0,0,0.0,0
880,1440,0,0,0,0.0,0
881,1440,0,0,0,0.0,0
882,1440,0,0,0,0.0,0
883,1440,0,0,0,0.0,0
884,1440,0,0,0,0.0,0
885,1440,0,0,0,0.0,0
886,1440,0,0,0,0.0,0
887,1440,0,0,0,0.0,0
888,1440,0,0,0,0.0,0
889,931,121,0,0,4014.0,0
890,1372,68,0,0,2775.0,0
891,746,219,14,31,9663.0,2
892,874,199,0,0,6140.0,1
893,834,163,4,6,5704.0,1
894,713,189,0,0,6801.0,1
895,816,200,0,0,6189.0,1
896,512,98,9,1,2186.0,0
897,564,210,76,25,8016.0,2
898,1254,111,28,47,4746.0,0
899,652,20,0,0,319.0,0
900,924,202,5,4,5992.0,1
901,785,41,6,22,3210.0,0
902,852,163,0,0,5347.0,1
903,591,261,9,40,12562.0,4
904,536,165,50,34,5634.0,1
905,679,119,18,0,1725.0,0
906,846,30,0,0,352.0,0
907,759,39,0,0,459.0,0
908,847,219,6,3,6596.0,1
909,779,133,5,5,4687.0,0
910,596,245,33,15,8587.0,2
911,776,67,2,14,3245.0,0
912,879,23,0,0,354.0,0
913,943,125,7,2,3865.0,0
914,816,135,0,0,4027.0,0
915,697,143,9,2,5725.0,1
916,791,172,10,0,5065.0,1
917,515,249,42,40,13118.0,4
918,687,223,25,46,11517.0,3
919,1349,70,2,19,3522.0,0
920,774,176,2,8,6806.0,1
921,870,100,25,53,9594.0,2
922,882,130,0,0,4644.0,0
923,493,210,26,13,7357.0,1
924,993,121,11,10,5747.0,1
925,505,130,34,25,8886.0,2
926,653,155,18,24,5117.0,1
927,760,126,0,0,4124.0,0
928,567,96,17,11,4132.0,0
929,876,50,0,0,888.0,0
930,656,138,6,2,3619.0,0
931,744,218,24,33,10448.0,3
932,757,276,19,19,10388.0,3
933,620,203,21,32,10697.0,3
934,697,69,13,8,4854.0,0
935,826,185,11,3,5826.0,1
936,863,232,16,11,10409.0,2
937,780,104,2,13,5280.0,1
938,936,146,0,0,4436.0,0
939,873,130,33,47,8430.0,2
940,825,177,14,19,6022.0,1
941,903,135,15,27,9549.0,2
942,301,147,25,14,5233.0,1
943,777,221,4,7,4785.0,0
944,480,218,14,8,5679.0,1
945,736,151,5,1,3147.0,0
946,601,113,11,17,5371.0,1
947,789,84,0,0,2271.0,0
948,473,192,4,7,8260.0,1
949,1261,134,12,33,9176.0,2
950,800,151,16,25,6234.0,1
951,1430,10,0,0,165.0,0
952,778,145,4,8,5755.0,1
953,834,271,9,0,8699.0,2
954,633,219,12,22,6554.0,1
955,818,57,0,0,1312.0,0
956,787,151,26,53,11237.0,3
957,672,199,27,32,10725.0,3
958,835,145,13,14,4836.0,0
959,615,238,13,5,7009.0,1
960,450,405,82,80,13537.0,4
961,671,303,56,18,10405.0,3
962,539,94,12,1,2873.0,0
963,968,29,0,0,284.0,0
964,762,239,7,6,8608.0,1
965,795,101,12,7,4151.0,0
966,779,213,8,28,8330.0,2
967,556,273,15,1,9195.0,1
968,690,149,64,258,30406.0,4
969,589,55,0,0,1164.0,0
970,979,176,6,14,6124.0,1
971,1284,124,4,28,7203.0,1
972,1324,81,12,23,5302.0,1
973,900,199,8,24,8010.0,2
974,691,216,18,28,8447.0,2
975,717,187,13,60,11427.0,3
976,864,107,9,26,6108.0,1
977,767,5,0,0,13.0,0
978,768,128,0,0,3354.0,0
979,888,243,14,20,10313.0,3
980,836,42,0,0,1139.0,0
981,703,210,21,71,18884.0,4
982,704,147,27,105,11896.0,3
983,866,100,5,3,3497.0,0
984,899,112,0,0,3743.0,0
985,829,242,0,0,9208.0,2
986,838,276,15,1,7798.0,1
987,858,102,0,0,4091.0,0
988,1440,0,0,0,19.0,0
989,862,111,0,0,3396.0,0
990,961,73,14,22,5310.0,1
991,948,129,11,6,5886.0,1
992,674,138,1,13,8447.0,1
993,917,125,3,6,4751.0,0
994,733,279,9,13,11276.0,2
995,911,134,19,4,4420.0,0
996,949,0,0,0,0.0,0
997,705,4,0,0,29.0,0
998,814,113,8,0,4087.0,0
999,1240,188,8,4,6449.0,1
1000,1288,136,12,4,5650.0,1
1001,764,139,16,7,4509.0,0
1002,1204,139,32,65,14332.0,4
1003,770,197,30,88,11455.0,3
1004,866,160,0,0,5331.0,1
1005,619,301,34,19,9062.0,2
1006,824,134,9,0,3619.0,0
1007,710,10,0,0,72.0,0
1008,1238,176,18,8,6726.0,1
1009,594,365,60,22,12012.0,3
1010,731,176,4,8,5067.0,1
1011,734,176,28,3,5604.0,1
1012,982,107,0,0,3437.0,0
1013,705,144,9,14,5935.0,1
1014,756,124,0,0,3325.0,0
1015,867,79,0,0,885.0,0
1016,567,155,56,68,9524.0,2
1017,765,136,25,75,10408.0,3
1018,807,39,0,0,561.0,0
1019,1310,112,5,13,6066.0,1
1020,829,5,0,0,50.0,0
1021,847,46,0,0,718.0,0
1022,635,178,13,13,6924.0,1
1023,1440,0,0,0,4625.0,0
1024,1332,71,21,16,1874.0,0
1025,676,66,7,17,5537.0,1
1026,811,116,14,25,1564.0,0
1027,1393,47,0,0,2038.0,0
1028,744,119,0,0,17613.0,4
1029,551,126,47,131,1338.0,0
1030,832,123,0,0,953.0,0
1031,607,63,0,0,238.0,0
1032,736,29,0,0,470.0,0
1033,1181,37,0,0,667.0,0
1034,916,39,0,0,6150.0,1
1035,698,78,22,30,492.0,0
1036,855,41,0,0,3982.0,0
1037,1130,132,49,22,1173.0,0
1038,808,73,13,2,1070.0,0
1039,748,67,0,0,454.0,0
1040,998,40,0,0,0.0,0
1041,1440,0,0,0,14174.0,4
1042,1191,159,9,81,24821.0,4
1043,566,209,21,159,11012.0,3
1044,647,269,10,30,19199.0,4
1045,635,199,44,96,13145.0,4
1046,613,184,44,99,15805.0,4
1047,546,130,33,111,20656.0,4
1048,573,201,7,106,17151.0,4
1049,614,213,32,78,17937.0,4
1050,601,238,28,84,19813.0,4
1051,590,194,51,116,16706.0,4
1052,599,281,6,59,11921.0,3
1053,645,178,40,85,23972.0,4
1054,226,193,151,226,20468.0,4
1055,567,268,108,131,19289.0,4
1056,578,240,51,74,17322.0,4
1057,618,217,39,80,19828.0,4
1058,588,194,21,125,22844.0,4
1059,516,230,60,135,14600.0,4
1060,648,258,27,57,20736.0,4
1061,471,240,49,129,29456.0,4
1062,496,253,19,163,24322.0,4
1063,495,325,24,113,18682.0,4
1064,581,223,26,105,20827.0,4
1065,641,176,25,122,11971.0,3
1066,653,179,25,69,12445.0,3
1067,614,197,36,84,16678.0,4
1068,567,276,75,110,28359.0,4
1069,486,185,22,169,17406.0,4
1070,544,240,62,95,17234.0,4
1071,704,243,16,82,18289.0,4
1072,508,201,27,108,22473.0,4
1073,546,282,20,106,1636.0,0
1074,910,49,0,0,12512.0,4
1075,1440,0,0,0,15660.0,4
1076,1440,0,0,0,19479.0,4
1077,1440,0,0,0,11564.0,3
1078,1231,112,30,67,33649.0,4
1079,640,256,9,57,16694.0,4
1080,300,376,165,117,22054.0,4
1081,497,259,87,70,12261.0,3
1082,354,276,85,234,3477.0,0
1083,443,276,44,77,10089.0,3
1084,427,268,52,109,16800.0,4
1085,579,299,35,98,10655.0,3
1086,696,142,0,0,14090.0,4
1087,1222,174,3,41,13145.0,4
1088,503,219,16,76,11431.0,3
1089,564,341,33,16,21961.0,4
1090,474,227,52,96,13047.0,4
1091,626,127,12,71,9298.0,2
1092,575,232,21,49,24885.0,4
1093,600,146,89,152,13328.0,4
1094,706,166,7,62,13764.0,4
1095,1170,241,18,11,17754.0,2
1096,497,227,42,136,7713.0,2
1097,669,196,12,79,13620.0,4
1098,624,265,24,62,24950.0,4
1099,660,209,24,81,5520.0,1
1100,651,202,23,74,1561.0,0
1101,662,201,10,66,999.0,0
1102,511,225,25,147,1792.0,0
1103,587,225,20,21,7088.0,1
1104,983,112,0,0,5668.0,1
1105,673,67,0,0,9761.0,2
1106,791,132,0,0,9302.0,2
1107,570,206,3,6,10593.0,1
1108,695,194,0,0,5152.0,1
1109,647,234,18,12,17177.0,2
1110,532,148,1,63,6205.0,1
1111,611,147,15,59,18216.0,4
1112,749,201,0,0,7483.0,1
1113,553,257,37,93,10921.0,3
1114,592,284,0,0,39835.0,4
1115,534,278,30,105,10823.0,3
1116,730,209,18,8,20973.0,2
1117,605,265,27,36,14226.0,4
1118,350,275,55,336,8324.0,2
1119,649,277,55,27,14983.0,4
1120,372,315,189,155,16555.0,4
1121,496,282,79,115,16201.0,4
1122,834,248,17,11,19830.0,2
1123,620,215,5,64,18381.0,4
1124,581,157,20,113,12670.0,4
1125,500,203,20,82,18047.0,4
1126,586,246,26,98,23542.0,4
1127,627,208,23,102,21989.0,4
1128,586,277,24,41,33775.0,4
1129,608,194,22,116,18113.0,4
1130,489,266,16,142,20973.0,4
1131,440,199,55,140,21001.0,4
1132,446,181,45,240,15761.0,4
1133,599,254,26,80,17383.0,4
1134,511,263,37,109,15634.0,4
1135,520,296,22,96,18899.0,4
1136,653,232,17,73,21566.0,4
1137,586,287,20,95,18045.0,4
1138,620,196,12,71,10859.0,3
1139,490,280,11,119,20914.0,4
1140,459,402,27,71,29910.0,4
1141,614,194,25,97,5226.0,1
1142,658,262,15,22,27158.0,4
1143,491,368,24,72,20088.0,4
1144,455,341,75,176,25237.0,4
1145,769,173,2,12,18331.0,1
1146,457,136,35,220,18461.0,4
1147,482,328,47,86,21571.0,4
1148,547,182,43,155,14835.0,4
1149,794,216,17,87,13732.0,4
1150,566,260,40,84,17074.0,4
1151,557,198,38,144,15442.0,4
1152,561,162,10,97,22005.0,4
1153,522,168,48,96,16927.0,4
1154,582,295,19,70,19224.0,4
1155,643,223,24,80,18189.0,4
1156,516,309,17,95,16914.0,4
1157,508,283,27,92,19262.0,4
1158,515,324,24,90,17394.0,4
1159,562,211,27,128,12738.0,4
1160,519,212,38,186,24172.0,4
1161,498,302,39,97,11473.0,3
1162,535,243,24,97,10628.0,3
1163,569,216,17,38,19890.0,4
1164,449,271,49,148,10972.0,3
1165,649,160,3,58,19076.0,4
1166,1090,255,35,60,12308.0,3
1167,484,214,9,110,18096.0,4
1168,672,224,5,47,12536.0,4
1169,645,217,4,90,20021.0,4
1170,727,163,4,60,15709.0,4
1171,673,132,6,97,10083.0,3
1172,719,120,1,63,14324.0,4
1173,1084,185,36,135,12520.0,4
1174,603,142,1,81,13005.0,4
1175,618,202,26,86,10948.0,3
1176,726,167,2,81,21355.0,4
1177,614,174,5,117,5111.0,1
1178,743,143,5,67,22280.0,4
1179,700,100,21,120,7519.0,2
1180,523,175,3,112,0.0,0
1181,600,127,15,121,0.0,0
1182,668,179,7,125,0.0,0
1183,665,169,15,95,0.0,0
1184,1440,0,0,0,9370.0,2
1185,1270,82,23,65,19979.0,4
1186,563,226,21,105,9614.0,2
1187,660,224,9,29,28445.0,4
1188,383,243,16,324,6203.0,1
1189,1240,189,5,6,17453.0,1
1190,637,154,45,98,7921.0,2
1191,709,194,19,4,19280.0,1
1192,600,234,13,75,15531.0,4
1193,661,180,8,80,19813.0,4
1194,508,287,29,54,14579.0,4
1195,513,259,41,139,21765.0,4
1196,744,171,9,112,10932.0,3
1197,709,140,27,69,14873.0,4
1198,596,210,12,59,19472.0,4
1199,644,157,35,93,18312.0,4
1200,517,218,21,94,9074.0,2
1201,830,237,13,9,11397.0,2
1202,623,242,14,30,19537.0,4
1203,855,216,1,86,13398.0,4
1204,537,201,7,49,16422.0,4
1205,538,255,21,63,15625.0,4
1206,648,221,4,56,13232.0,4
1207,685,211,16,66,9231.0,2
1208,665,298,5,6,15790.0,1
1209,694,239,28,90,31707.0,4
1210,545,184,28,171,30035.0,4
1211,344,322,49,149,16270.0,4
1212,582,264,24,58,17440.0,4
1213,591,206,18,64,21781.0,4
1214,538,340,10,74,22630.0,4
1215,455,329,17,91,18632.0,4
1216,622,367,3,57,30416.0,4
1217,706,203,13,153,17470.0,4
1218,506,207,29,112,18436.0,4
1219,610,242,43,88,15245.0,4
1220,635,206,2,56,29998.0,4
1221,356,407,52,138,21029.0,4
1222,448,357,30,101,18222.0,4
1223,571,224,14,77,20183.0,4
1224,582,196,29,118,23522.0,4
1225,491,363,14,80,28754.0,4
1226,326,480,21,86,20818.0,4
1227,584,267,15,75,23077.0,4
1228,486,358,30,98,19588.0,4
1229,729,276,23,57,16151.0,4
1230,582,284,29,55,7406.0,1
1231,675,271,0,0,12491.0,3
1232,554,296,36,40,17564.0,4
1233,552,284,0,72,10460.0,3
1234,716,248,36,29,15184.0,4
1235,549,257,49,82,18456.0,4
1236,516,275,14,73,14550.0,4
1237,652,226,11,64,8846.0,2
1238,712,214,2,14,20974.0,2
1239,482,287,27,79,15055.0,4
1240,548,348,15,61,14003.0,4
1241,717,276,9,47,15983.0,4
1242,526,278,15,59,4838.0,0
1243,638,212,0,0,22969.0,4
1244,560,204,39,93,2658.0,0
1245,1043,146,0,0,4380.0,0
1246,772,151,0,0,4684.0,0
1247,604,139,14,8,12645.0,2
1248,574,223,17,36,12193.0,3
1249,545,220,17,36,9793.0,2
1250,613,317,0,0,12598.0,4
1251,610,272,52,37,11096.0,3
1252,600,330,3,11,14040.0,1
1253,349,254,36,86,16414.0,4
1254,597,270,18,50,13188.0,4
1255,580,260,29,60,17111.0,4
1256,1131,207,18,84,16374.0,4
1257,608,228,2,55,19165.0,4
1258,582,260,25,82,11050.0,3
1259,735,348,2,8,18419.0,1
1260,396,268,39,71,20977.0,4
1261,599,251,21,80,18415.0,4
1262,599,215,49,83,23137.0,4
1263,458,304,82,92,12725.0,4
1264,545,270,49,55,17460.0,4
1265,572,279,37,80,12824.0,4
1266,497,263,51,45,19564.0,4
1267,590,297,16,77,20089.0,4
1268,559,290,27,73,20035.0,4
1269,596,217,38,85,18376.0,4
1270,673,284,9,65,18378.0,4
1271,603,243,23,73,19582.0,4
1272,509,250,18,82,15201.0,4
1273,645,266,26,55,11216.0,3
1274,611,236,28,45,20606.0,4
1275,556,257,21,75,14532.0,4
1276,598,269,13,51,14395.0,4
1277,571,297,65,66,22472.0,4
1278,503,277,36,86,21255.0,4
1279,617,263,32,85,14359.0,4
1280,500,278,73,87,19868.0,4
1281,600,273,9,69,18162.0,4
1282,550,287,14,79,20221.0,4
1283,615,246,11,69,18706.0,4
1284,547,248,27,106,15511.0,4
1285,529,236,28,53,16321.0,4
1286,552,338,43,75,13991.0,4
1287,844,302,24,62,16192.0,4
1288,622,197,19,64,17894.0,4
1289,576,207,33,72,16755.0,4
1290,507,270,56,85,14690.0,4
1291,707,130,21,70,14177.0,4
1292,1199,108,41,92,17658.0,4
1293,516,295,10,75,17626.0,4
1294,661,255,22,78,18708.0,4
1295,518,258,28,75,20387.0,4
1296,506,281,48,98,18638.0,4
1297,623,226,16,72,18541.0,4
1298,413,243,42,87,19354.0,4
1299,604,198,21,91,18500.0,4
1300,366,360,52,104,11447.0,3
1301,960,181,67,41,7956.0,2
1302,465,299,0,0,11655.0,3
1303,561,294,28,40,12329.0,3
1304,586,229,59,64,15459.0,4
1305,569,308,43,46,7428.0,1
1306,716,287,7,5,9694.0,1
1307,708,275,11,19,14301.0,3
1308,743,290,71,80,9040.0,2
1309,585,227,9,6,8661.0,1
1310,622,218,17,13,19547.0,3
1311,539,256,32,76,17177.0,4
1312,556,238,14,67,13408.0,4
1313,745,274,3,49,13755.0,4
1314,607,242,12,49,5353.0,1
1315,735,262,0,0,12271.0,3
1316,641,183,5,60,15290.0,4
1317,714,126,7,79,14934.0,4
1318,622,173,5,69,10190.0,3
1319,592,257,31,53,12551.0,4
1320,710,152,3,63,21638.0,4
1321,442,367,14,79,7912.0,2
1322,676,329,0,0,12148.0,3
1323,611,190,3,72,18611.0,4
1324,549,225,21,94,3931.0,0
1325,627,261,7,2,17300.0,4
1326,563,273,43,74,20674.0,4
1327,350,575,73,15,11656.0,3
1328,467,465,4,9,1720.0,0
1329,1325,115,0,0,8806.0,2
1330,496,296,42,15,13805.0,4
1331,387,170,2,67,0.0,0
1332,1422,18,0,0,411.0,0
1333,544,245,27,94,21036.0,4
1334,820,204,24,29,5840.0,1
1335,605,319,26,61,16483.0,4
1336,502,280,89,146,22329.0,4
1337,498,381,59,37,13092.0,4
1338,468,434,82,39,17737.0,4
1339,456,429,64,83,18728.0,4
1340,720,249,0,0,6732.0,1
1341,943,265,0,0,6761.0,1
1342,508,289,1,50,13981.0,4
1343,603,312,19,54,17504.0,4
1344,580,282,23,62,15675.0,4
1345,613,292,25,71,19704.0,4
1346,656,334,7,4,10308.0,1
1347,669,230,32,78,20966.0,4
1348,514,232,8,50,11738.0,3
1349,567,316,15,72,17916.0,4
1350,634,296,0,0,9460.0,2
1351,635,287,49,51,16304.0,4
1352,706,231,24,3,8133.0,2
1353,762,189,7,2,7391.0,1
1354,985,263,0,0,6690.0,1
1355,634,138,18,83,14428.0,4
1356,899,312,27,35,9446.0,2
1357,655,493,0,0,14819.0,4
1358,736,382,24,6,11558.0,2
1359,483,383,52,40,14498.0,4
1360,653,389,47,71,18461.0,4
1361,644,286,0,28,12564.0,4
1362,637,256,15,50,10273.0,3
1363,617,418,16,28,16083.0,4
1364,619,324,53,72,17480.0,4
1365,702,303,12,59,15580.0,4
1366,565,342,50,64,16724.0,4
1367,583,313,67,58,15567.0,4
1368,678,233,7,6,5831.0,1
1369,749,231,1,46,11579.0,3
1370,566,447,13,57,22656.0,4
1371,541,347,98,65,19470.0,4
1372,565,423,54,32,18762.0,4
1373,543,325,99,67,18545.0,4
1374,535,378,72,69,20325.0,4
1375,611,396,14,18,10382.0,3
1376,796,257,0,0,4724.0,0
1377,419,319,102,76,19651.0,4
1378,564,263,114,103,20030.0,4
1379,574,292,101,76,17962.0,4
1380,535,467,47,17,19380.0,4
1381,488,280,120,169,23042.0,4
1382,668,244,7,4,5683.0,1
1383,636,265,12,49,13713.0,4
1384,569,273,62,63,15738.0,4
1385,691,253,8,44,10771.0,3
1386,732,290,0,0,4737.0,0
1387,741,147,0,0,2414.0,0
1388,659,332,63,17,13570.0,4
1389,681,137,5,5,3778.0,0
1390,720,195,7,37,8291.0,2
1391,664,349,23,30,12068.0,3
1392,781,302,16,8,8574.0,2
1393,811,225,0,0,3786.0,0
1394,628,359,27,60,16366.0,4
1395,500,337,40,89,21206.0,4
1396,808,261,0,0,5505.0,1
1397,755,218,12,31,9205.0,2
1398,608,364,23,52,16698.0,4
1399,597,353,71,87,22046.0,4
1400,664,349,36,33,11875.0,3
1401,607,394,27,9,12677.0,3
1402,596,303,111,57,14740.0,4
1403,645,269,4,5,6356.0,1
1404,627,293,32,17,8220.0,2
1405,640,350,29,21,11225.0,3
1406,560,299,107,95,23909.0,4
1407,589,378,63,61,17218.0,4
1408,583,410,38,22,13471.0,4
1409,548,362,90,42,15080.0,4
1410,641,271,17,21,10668.0,3
1411,662,254,26,58,12767.0,4
1412,586,397,22,37,12969.0,4
1413,492,349,83,79,19587.0,4
1414,598,430,20,10,12449.0,2
1415,474,481,34,24,16912.0,4
1416,586,308,60,22,11778.0,3
1417,661,242,15,54,12526.0,4
1418,744,236,13,33,7724.0,2
1419,520,434,35,44,18901.0,4
1420,721,267,51,20,13924.0,4
1421,570,442,41,16,15027.0,4
1422,505,298,103,97,19324.0,4
1423,520,411,37,64,20418.0,4
1424,738,220,12,15,6750.0,1
1425,562,279,18,52,10674.0,3
1426,612,389,21,50,14075.0,4
1427,596,304,86,62,15168.0,4
1428,623,331,72,66,17656.0,4
1429,380,441,69,92,23201.0,4
1430,647,284,58,57,11461.0,3
1431,609,315,0,0,6688.0,1
1432,598,313,7,40,11882.0,3
1433,599,379,37,50,14296.0,4
1434,529,382,68,94,23778.0,4
1435,591,421,21,10,13367.0,2
1436,558,458,28,24,16553.0,4
1437,502,401,55,25,15395.0,4
1438,735,278,0,0,6220.0,1
1439,515,373,11,15,9840.0,2
1440,693,327,19,62,16697.0,4
1441,473,415,62,48,18417.0,4
1442,644,297,26,36,11235.0,3
1443,611,369,33,52,14733.0,4
1444,513,324,101,95,21907.0,4
1445,585,323,29,27,11523.0,3
1446,654,353,11,21,10247.0,3
1447,566,377,22,60,18858.0,4
1448,555,268,72,63,13538.0,4
1449,524,359,21,67,17659.0,4
1450,521,441,31,48,20871.0,4
1451,543,497,31,9,14736.0,3
1452,675,192,48,38,8254.0,2
1453,617,286,0,0,6465.0,1
1454,529,360,40,42,13185.0,4
1455,563,403,31,28,14399.0,4
1456,881,468,24,67,26124.0,4
1457,713,288,34,31,13892.0,4
1458,512,386,49,42,17486.0,4
1459,626,385,0,0,9065.0,2
1460,661,267,0,0,4867.0,0
1461,451,431,14,86,24194.0,4
1462,537,459,18,16,16479.0,3
1463,602,363,38,70,18553.0,4
1464,599,398,30,20,15869.0,4
1465,478,458,61,41,19075.0,4
1466,809,181,15,20,6819.0,1
1467,662,182,0,0,2782.0,0
1468,562,408,47,17,17433.0,4
1469,595,393,43,7,14218.0,4
1470,562,313,70,49,15606.0,4
1471,668,456,22,4,15483.0,2
1472,590,416,26,11,13851.0,3
1473,623,349,36,71,16478.0,4
1474,515,425,0,0,9512.0,2
1475,470,504,70,43,19509.0,4
1476,670,351,8,7,12330.0,1
1477,613,403,23,16,13209.0,4
1478,467,436,63,56,21661.0,4
1479,701,315,16,16,10031.0,3
1480,645,284,8,18,8162.0,2
1481,795,243,0,0,4358.0,0
1482,535,392,31,53,18820.0,4
1483,579,475,16,14,14243.0,3
1484,556,318,40,38,14306.0,4
1485,775,298,17,25,13349.0,4
1486,767,267,12,34,9037.0,2
1487,1103,255,34,48,13240.0,4
1488,1042,301,53,44,14898.0,4
1489,787,251,15,16,11297.0,3
1490,670,293,56,65,19247.0,4
1491,713,257,21,28,12376.0,3
1492,614,231,76,37,11928.0,3
1493,997,42,0,0,1046.0,0
1494,1440,0,0,0,3836.0,0
1495,1327,89,7,17,13899.0,2
1496,776,259,37,54,12427.0,3
1497,752,218,21,57,16259.0,4
1498,506,285,82,60,7808.0,2
1499,760,279,7,1,13590.0,4
1500,630,287,38,38,9090.0,2
1501,835,212,16,23,13253.0,4
1502,1056,335,23,26,14021.0,4
1503,652,206,36,64,12718.0,4
1504,652,287,11,18,13553.0,3
1505,630,264,77,47,9188.0,2
1506,638,287,17,0,10260.0,1
1507,656,218,20,35,8388.0,2
1508,738,234,9,30,9234.0,2
1509,817,190,18,30,13224.0,4
1510,622,258,63,50,10623.0,3
1511,627,252,27,44,11829.0,3
1512,666,222,39,42,16879.0,4
1513,576,255,70,82,14397.0,4
1514,751,236,70,41,8942.0,2
1515,796,181,29,40,9870.0,2
1516,870,228,29,27,13212.0,4
