,sedentary,LPA,MPA,VPA,steps,active
1517,768,225,52,59,10405.0,3
1518,829,124,28,54,17324.0,4
1519,595,255,81,65,12651.0,4
1520,742,366,11,9,8625.0,1
1521,875,193,28,22,15261.0,4
1522,367,283,48,47,9313.0,2
1523,1155,266,13,6,15552.0,1
1524,708,213,66,57,13895.0,4
1525,785,166,38,66,11194.0,3
1526,659,226,29,29,11141.0,3
1527,519,308,43,13,7020.0,1
1528,658,242,59,13,13252.0,4
1529,641,223,49,61,14061.0,4
1530,672,223,59,53,7878.0,2
1531,937,183,5,5,15900.0,1
1532,736,178,50,73,11961.0,3
1533,722,254,39,32,18690.0,4
1534,1027,255,75,83,9624.0,2
1535,780,273,42,12,12368.0,3
1536,702,247,81,23,10200.0,3
1537,722,313,26,21,5347.0,1
1538,670,163,6,9,3456.0,0
1539,875,133,0,0,8479.0,2
1540,476,185,19,22,9967.0,2
1541,627,208,57,44,8598.0,2
1542,864,266,21,10,11069.0,2
1543,606,352,13,9,16043.0,2
1544,692,242,53,63,8504.0,2
1545,812,274,23,7,19895.0,2
1546,521,338,51,85,14771.0,4
1547,565,316,58,38,12945.0,4
1548,745,326,31,26,12778.0,4
1549,760,251,3,37,23971.0,4
1550,516,291,103,98,20148.0,4
1551,643,240,53,101,14449.0,4
1552,1088,221,79,52,18777.0,4
1553,584,262,87,101,17022.0,4
1554,603,315,48,70,14881.0,4
1555,663,358,24,18,7931.0,2
1556,715,256,14,11,15027.0,2
1557,623,347,53,38,13772.0,4
1558,660,293,24,34,12578.0,4
1559,700,285,20,39,14739.0,4
1560,590,226,86,55,12373.0,3
1561,691,306,52,34,10486.0,3
1562,704,296,12,17,14659.0,3
1563,621,291,57,52,13595.0,4
1564,673,284,70,52,12411.0,3
1565,1099,258,34,49,14971.0,4
1566,1048,288,44,60,10476.0,3
1567,670,270,27,11,17760.0,3
1568,586,253,61,89,16373.0,4
1569,686,276,36,84,11198.0,3
1570,754,201,39,39,10941.0,3
1571,587,297,107,49,12031.0,3
1572,689,249,35,47,11400.0,3
1573,690,296,44,25,19763.0,4
1574,1013,278,58,91,14158.0,4
1575,1054,300,47,39,9115.0,2
1576,1158,247,23,12,12442.0,3
1577,612,314,8,35,12086.0,3
1578,785,273,51,40,11657.0,3
1579,594,231,44,52,13709.0,4
1580,633,297,40,32,10270.0,3
1581,837,270,16,21,13738.0,4
1582,612,262,57,50,720.0,0
1583,1440,0,0,0,10720.0,3
1584,1416,14,9,1,12291.0,3
1585,1059,252,113,16,12584.0,4
1586,1092,255,50,43,9674.0,2
1587,1136,246,10,48,10930.0,3
1588,1137,249,20,34,15625.0,4
1589,1080,331,20,9,11345.0,2
1590,756,239,48,52,12981.0,4
1591,753,308,43,18,12881.0,4
1592,660,251,58,43,12941.0,4
1593,651,260,66,35,6669.0,1
1594,623,284,42,54,13.0,0
1595,811,214,12,8,1046.0,0
1596,1438,2,0,0,7713.0,2
1597,1440,0,0,0,12635.0,4
1598,1440,0,0,0,11468.0,3
1599,1440,0,0,0,11973.0,3
1600,1440,0,0,0,12980.0,4
1601,1440,0,0,0,2620.0,0
1602,1440,0,0,0,3420.0,0
1603,1412,28,0,0,9152.0,2
1604,1280,101,22,37,8854.0,2
1605,1065,279,61,35,9613.0,2
1606,1064,308,39,29,6039.0,1
1607,1085,283,23,49,6436.0,1
1608,1007,261,93,79,11886.0,3
1609,1002,206,125,32,11685.0,3
1610,749,147,10,5,6954.0,1
1611,787,164,79,23,8842.0,2
1612,753,282,21,17,11481.0,3
1613,533,248,39,19,14018.0,4
1614,674,168,41,14,16775.0,4
1615,786,228,16,18,7887.0,2
1616,728,272,20,30,8825.0,2
1617,731,193,62,32,8003.0,2
1618,802,199,65,19,14280.0,4
1619,786,198,45,22,8133.0,2
1620,746,214,39,28,6293.0,1
1621,699,191,44,63,4948.0,0
1622,675,240,67,63,8396.0,2
1623,765,266,6,6,7652.0,1
1624,714,267,14,7,11424.0,1
1625,805,183,49,13,9037.0,2
1626,710,221,36,50,5516.0,1
1627,712,241,11,14,466.0,0
1628,797,206,22,8,0.0,0
1629,779,180,7,4,0.0,0
1630,806,188,38,21,0.0,0
1631,702,236,23,8,0.0,0
1632,713,232,40,47,0.0,0
1633,885,171,29,31,0.0,0
1634,708,194,8,5,0.0,0
1635,1046,16,0,0,0.0,0
1636,1440,0,0,0,9243.0,2
1637,1440,0,0,0,10246.0,3
1638,1440,0,0,0,11489.0,3
1639,1440,0,0,0,7587.0,2
1640,1390,0,0,50,4954.0,0
1641,1180,219,7,34,11076.0,3
1642,618,305,14,14,18749.0,2
1643,655,281,5,40,12890.0,4
1644,618,233,16,23,11806.0,3
1645,657,164,6,9,13614.0,1
1646,556,209,22,49,10062.0,3
1647,486,320,11,68,10886.0,3
1648,597,198,5,62,13480.0,4
1649,606,290,10,23,16346.0,4
1650,557,273,32,30,9916.0,2
1651,972,295,9,11,9199.0,2
1652,821,163,7,58,10338.0,3
1653,653,229,11,46,8119.0,2
1654,609,260,19,59,12824.0,4
1655,677,238,19,32,16500.0,4
1656,597,267,4,15,15853.0,2
1657,670,281,4,18,7519.0,2
1658,533,247,6,10,13977.0,1
1659,708,177,53,42,8448.0,2
1660,611,239,13,61,9049.0,2
1661,546,304,30,48,6495.0,1
1662,609,281,0,0,16498.0,4
1663,568,257,10,43,20814.0,4
1664,724,248,8,2,6919.0,1
1665,536,231,28,16,10548.0,3
1666,664,192,17,28,10875.0,3
1667,641,268,24,52,9356.0,2
1668,520,353,42,60,4214.0,0
1669,689,288,0,0,9211.0,2
1670,613,318,10,22,12137.0,3
1671,607,278,12,9,9436.0,2
1672,582,286,12,10,14554.0,2
1673,805,150,14,10,8490.0,2
1674,633,148,12,53,15680.0,4
1675,642,151,14,56,5326.0,1
1676,661,203,33,35,13718.0,4
1677,1119,258,10,53,16487.0,4
1678,629,330,0,0,8299.0,2
1679,453,275,34,73,12453.0,3
1680,666,172,13,11,10979.0,2
1681,548,222,3,44,6260.0,1
1682,525,275,23,57,7063.0,1
1683,679,253,0,0,12278.0,3
1684,703,218,29,36,9567.0,2
1685,585,268,5,30,7881.0,2
1686,707,262,0,8,16755.0,1
1687,709,130,21,35,5958.0,1
1688,641,169,1,59,5923.0,1
1689,670,263,16,17,8812.0,2
1690,643,155,36,24,8399.0,2
1691,540,240,33,91,7255.0,1
1692,783,203,0,0,1997.0,0
1693,752,134,29,27,11220.0,3
1694,631,141,20,33,8927.0,2
1695,685,197,12,26,5617.0,1
1696,558,189,12,20,4805.0,0
1697,647,145,0,0,9532.0,2
1698,607,182,12,38,3502.0,0
1699,715,124,4,39,16382.0,4
1700,646,162,15,13,17713.0,2
1701,641,180,0,0,12279.0,3
1702,1053,188,14,2,6161.0,1
1703,1301,128,11,0,12412.0,3
1704,1133,176,31,5,14609.0,2
1705,690,240,31,50,14373.0,4
1706,581,306,34,60,13663.0,4
1707,820,201,2,0,8257.0,2
1708,671,205,15,3,9938.0,1
1709,613,227,30,45,11842.0,3
1710,738,191,16,29,10161.0,3
1711,642,164,23,68,13756.0,4
1712,645,136,25,56,17981.0,4
1713,569,185,62,31,7755.0,2
1714,588,225,5,38,18826.0,4
1715,706,140,49,11,15565.0,4
1716,780,131,5,3,11832.0,3
1717,521,183,54,80,8620.0,2
1718,612,160,9,49,7617.0,2
1719,629,217,77,57,14516.0,4
1720,758,156,18,61,12458.0,3
1721,628,269,30,4,5280.0,1
1722,729,177,21,12,9493.0,2
1723,730,114,1,40,18282.0,4
1724,717,194,0,0,7367.0,1
1725,579,276,92,57,21213.0,4
1726,815,153,0,0,12657.0,4
1727,892,284,32,15,12630.0,4
1728,460,222,32,82,12338.0,3
1729,809,248,43,15,7382.0,1
1730,617,245,68,76,7683.0,2
1731,787,332,49,18,5208.0,1
1732,486,210,28,18,7409.0,1
1733,632,309,10,12,14886.0,2
1734,541,195,4,27,14637.0,4
1735,620,235,20,3,11953.0,1
1736,924,204,11,15,4638.0,0
1737,790,231,0,0,7792.0,2
1738,645,205,44,49,6002.0,1
1739,461,317,16,43,9639.0,2
1740,575,290,0,0,12997.0,4
1741,1027,203,0,0,8727.0,2
1742,783,216,30,4,11174.0,2
1743,1156,77,16,14,12973.0,3
1744,761,235,0,31,8584.0,2
1745,614,349,10,15,153.0,0
1746,691,244,10,11,15304.0,2
1747,481,253,14,37,13344.0,4
1748,420,345,21,31,13680.0,4
1749,636,252,0,0,15236.0,4
1750,1002,23,8,13,9925.0,2
1751,503,336,6,42,13963.0,4
1752,597,314,13,4,10447.0,1
1753,613,267,23,28,273.0,0
1754,580,284,10,58,6684.0,1
1755,667,266,11,14,7560.0,2
1756,570,319,13,0,5810.0,1
1757,788,86,44,85,7294.0,1
1758,478,26,0,0,7034.0,1
1759,679,102,29,18,7091.0,1
1760,560,216,10,17,16648.0,3
1761,716,148,12,23,17067.0,4
1762,576,156,43,14,9763.0,2
1763,659,166,17,12,7080.0,1
1764,802,153,18,41,14138.0,4
1765,589,264,43,51,6427.0,1
1766,536,310,25,64,5914.0,1
1767,698,246,10,16,5684.0,1
1768,792,203,12,12,7855.0,2
1769,656,176,16,56,9610.0,2
1770,897,47,0,103,7195.0,1
1771,646,200,0,0,8379.0,2
1772,729,136,52,2,1718.0,0
1773,670,131,18,28,9010.0,2
1774,724,180,6,31,12666.0,4
1775,785,133,33,42,10418.0,3
1776,671,108,30,40,9107.0,2
1777,806,116,0,0,10188.0,3
1778,815,144,37,21,7149.0,1
1779,638,143,7,72,13075.0,4
1780,686,267,24,33,7970.0,2
1781,707,119,16,44,9210.0,2
1782,710,109,9,55,488.0,0
1783,679,185,14,18,0.0,0
1784,572,141,65,48,0.0,0
1785,754,149,26,23,0.0,0
1786,559,173,15,46,0.0,0
1787,485,36,0,0,0.0,0
1788,1035,227,7,36,11204.0,3
1789,888,91,12,25,4435.0,0
1790,1440,0,0,0,0.0,0
1791,1440,0,0,0,6710.0,1
1792,1276,127,11,26,9079.0,2
1793,739,175,13,22,4313.0,0
1794,836,131,0,0,7825.0,2
1795,786,216,0,0,3338.0,0
1796,1364,76,0,0,7356.0,1
1797,1440,0,0,0,7498.0,1
1798,1277,131,5,27,13.0,0
1799,1034,174,6,2,7284.0,1
1800,1030,3,0,0,4345.0,0
1801,782,148,9,20,394.0,0
1802,1329,111,0,0,195.0,0
1803,911,26,0,0,9113.0,2
1804,1440,0,0,0,10866.0,3
1805,1440,0,0,0,6389.0,1
1806,1440,0,0,0,6241.0,1
1807,1440,0,0,0,31.0,0
1808,1440,0,0,0,6116.0,1
1809,1440,0,0,0,9876.0,2
1810,1440,0,0,0,633.0,0
1811,1440,0,0,0,6.0,0
1812,1440,0,0,0,4872.0,0
1813,1440,0,0,0,8113.0,2
1814,1440,0,0,0,7278.0,1
1815,1440,0,0,0,9649.0,2
1816,1440,0,0,0,10406.0,3
1817,1440,0,0,0,4936.0,0
1818,1440,0,0,0,3867.0,0
1819,1440,0,0,0,33.0,0
1820,1440,0,0,0,5785.0,1
1821,1440,0,0,0,2207.0,0
1822,1440,0,0,0,9643.0,2
1823,1440,0,0,0,3946.0,0
1824,1440,0,0,0,904.0,0
1825,1440,0,0,0,2180.0,0
1826,1440,0,0,0,2877.0,0
1827,1440,0,0,0,11212.0,3
1828,1229,168,12,31,2918.0,0
1829,1182,168,30,60,9233.0,2
1830,1167,263,5,5,8382.0,1
1831,1330,67,13,30,7930.0,2
1832,1439,1,0,0,11060.0,3
1833,1266,156,7,11,7018.0,1
1834,1129,255,22,34,7.0,0
1835,1424,16,0,0,7019.0,1
1836,1439,1,0,0,9216.0,2
1837,919,157,4,7,6320.0,1
1838,660,263,0,0,9626.0,2
1839,923,258,16,2,10940.0,1
1840,707,286,5,14,6496.0,1
1841,677,321,25,16,770.0,0
1842,818,201,12,1,63.0,0
1843,1274,166,0,0,13172.0,4
1844,1427,13,0,0,0.0,0
1845,931,197,0,0,8798.0,2
1846,800,91,0,0,5879.0,1
1847,822,189,9,38,7511.0,2
1848,868,154,0,0,2093.0,0
1849,917,45,0,0,858.0,0
1850,853,79,0,0,9785.0,2
1851,1329,111,0,0,6588.0,1
1852,651,224,62,33,9445.0,2
1853,1210,105,6,0,13800.0,4
1854,751,150,13,32,10627.0,3
1855,764,188,4,18,723.0,0
1856,784,116,17,32,1365.0,0
1857,569,255,71,49,9441.0,2
1858,686,135,11,16,8628.0,2
1859,834,3,0,0,11776.0,3
1860,1323,59,15,43,16964.0,4
1861,808,144,5,46,11950.0,3
1862,848,125,3,23,7.0,0
1863,821,144,17,36,369.0,0
1864,670,251,39,40,8216.0,2
1865,798,114,5,25,8784.0,2
1866,953,38,0,0,10918.0,3
1867,906,9,0,0,7663.0,2
1868,774,178,34,67,3971.0,0
1869,1227,0,0,0,4804.0,0
1870,891,102,14,45,4866.0,0
1871,897,95,1,22,7286.0,1
1872,1279,130,3,28,7337.0,1
1873,1172,22,4,11,6524.0,1
1874,924,41,0,0,6825.0,1
1875,1184,228,4,24,7753.0,2
1876,904,144,9,15,5051.0,1
1877,787,165,7,29,450.0,0
1878,647,309,55,63,10469.0,3
1879,856,131,14,61,7822.0,2
1880,802,38,0,0,6692.0,1
1881,948,77,0,0,9114.0,2
1882,698,186,10,29,1484.0,0
1883,781,175,0,26,6135.0,1
1884,709,166,25,50,9496.0,2
1885,473,182,112,136,6780.0,1
1886,786,149,15,53,3297.0,0
1887,1440,0,0,0,193.0,0
1888,930,24,0,0,5448.0,1
1889,782,185,1,25,4986.0,0
1890,740,184,15,21,646.0,0
1891,784,226,9,31,266.0,0
1892,817,134,7,28,5577.0,1
1893,1338,85,12,5,2239.0,0
1894,856,124,6,20,293.0,0
1895,788,179,0,0,169.0,0
1896,1164,208,7,0,212.0,0
1897,869,110,13,28,42.0,0
1898,825,135,10,20,745.0,0
1899,1255,148,14,23,4182.0,0
1900,863,129,10,36,1093.0,0
1901,1309,94,19,18,2763.0,0
1902,1412,28,0,0,2861.0,0
1903,1122,247,21,50,2084.0,0
1904,1216,202,7,15,17.0,0
1905,1275,136,5,24,1160.0,0
1906,764,125,26,132,5906.0,1
1907,1406,20,4,10,1233.0,0
1908,1440,0,0,0,475.0,0
1909,1440,0,0,0,1462.0,0
1910,1440,0,0,0,0.0,0
1911,1440,0,0,0,0.0,0
1912,1267,135,16,22,0.0,0
1913,860,128,74,42,0.0,0
1914,781,140,4,6,0.0,0
1915,888,65,0,0,0.0,0
1916,898,8,0,0,0.0,0
1917,866,125,5,22,0.0,0
1918,1357,48,10,25,0.0,0
1919,1416,24,0,0,0.0,0
1920,1429,11,0,0,0.0,0
1921,1285,118,24,13,0.0,0
1922,1376,53,8,3,0.0,0
1923,1415,25,0,0,0.0,0
1924,1436,4,0,0,0.0,0
1925,1435,5,0,0,0.0,0
1926,1434,6,0,0,0.0,0
1927,1400,40,0,0,0.0,0
1928,1308,132,0,0,0.0,0
1929,1380,60,0,0,0.0,0
1930,964,118,0,0,0.0,0
1931,971,124,0,0,0.0,0
1932,920,78,10,1,0.0,0
1933,1439,1,0,0,0.0,0
1934,1007,44,0,0,0.0,0
1935,922,194,11,1,0.0,0
1936,1440,0,0,0,0.0,0
1937,1017,44,0,0,0.0,0
1938,1044,32,0,0,0.0,0
1939,983,57,0,0,0.0,0
1940,636,245,58,72,17873.0,4
1941,709,202,43,56,13118.0,4
1942,648,262,63,45,14312.0,4
1943,760,230,23,28,10970.0,3
1944,737,263,22,56,16186.0,4
1945,849,206,10,11,8189.0,2
1946,866,182,11,15,8710.0,2
1947,744,212,38,54,12888.0,4
1948,653,305,31,60,16450.0,4
1949,629,263,34,92,17843.0,4
1950,811,220,13,40,12519.0,4
1951,744,221,16,36,10392.0,3
1952,825,197,24,33,11185.0,3
1953,691,208,53,121,19220.0,4
1954,660,265,45,85,18259.0,4
1955,668,302,47,64,15305.0,4
1956,752,248,28,35,11916.0,3
1957,878,131,4,55,8241.0,2
1958,903,145,6,25,7134.0,1
1959,743,200,37,38,10116.0,3
1960,680,197,55,137,19747.0,4
1961,797,187,43,41,10938.0,3
1962,639,226,44,121,20704.0,4
1963,565,263,27,97,16517.0,4
1964,767,251,19,36,12481.0,3
1965,750,202,44,73,16428.0,4
1966,769,218,18,25,10556.0,3
1967,670,239,36,104,17535.0,4
1968,709,255,55,60,16209.0,4
1969,671,266,31,37,10782.0,3
1970,630,295,33,54,13736.0,4
1971,947,224,19,37,12224.0,3
1972,725,221,23,91,18142.0,4
1973,782,218,30,33,11745.0,3
1974,682,262,44,99,18234.0,4
1975,823,198,25,35,10401.0,3
1976,533,363,24,48,14898.0,4
1977,598,298,33,71,15805.0,4
1978,725,290,27,16,11223.0,3
1979,891,155,12,22,7708.0,2
1980,720,175,32,40,9855.0,2
1981,885,274,15,17,10728.0,3
1982,691,301,23,56,15910.0,4
1983,622,303,36,52,15348.0,4
1984,513,357,61,108,21362.0,4
1985,755,222,36,30,10489.0,3
1986,786,235,24,46,12437.0,3
1987,729,268,19,47,14775.0,4
1988,684,298,40,74,18894.0,4
1989,805,268,19,54,13110.0,4
1990,656,227,36,106,17760.0,4
1991,521,331,74,70,18170.0,4
1992,536,326,19,81,17227.0,4
1993,536,435,28,31,13316.0,4
1994,625,256,53,26,11804.0,3
1995,557,287,59,87,16891.0,4
1996,630,301,25,24,10161.0,3
1997,542,379,6,27,12445.0,3
1998,582,277,42,67,13699.0,4
1999,752,292,5,13,10187.0,2
2000,659,343,13,19,11490.0,3
2001,687,309,27,20,11847.0,3
2002,636,196,11,37,10346.0,3
2003,713,170,33,102,17431.0,4
2004,598,210,19,93,16170.0,4
2005,631,257,27,44,11425.0,3
2006,827,196,25,43,11322.0,3
2007,741,215,29,103,17638.0,4
2008,853,146,14,38,8149.0,2
2009,748,165,33,92,13189.0,4
2010,782,171,33,70,13733.0,4
2011,586,231,37,50,13736.0,4
2012,742,181,20,34,8820.0,2
2013,835,209,53,15,8564.0,2
2014,713,208,38,85,17723.0,4
2015,717,204,26,61,14145.0,4
2016,750,162,23,112,13888.0,4
2017,739,237,27,39,12501.0,4
2018,783,195,34,66,13480.0,4
2019,767,203,31,63,13255.0,4
2020,795,206,9,18,7492.0,1
2021,757,227,10,41,11684.0,3
2022,819,247,20,23,10162.0,3
2023,699,212,41,95,15169.0,4
2024,696,253,23,20,10721.0,3
2025,632,248,52,71,18231.0,4
2026,610,284,27,79,18422.0,4
2027,805,247,11,27,9026.0,2
2028,742,210,52,72,14473.0,4
2029,916,132,20,11,4749.0,0
2030,552,389,29,85,14398.0,4
2031,647,333,30,42,12231.0,3
2032,598,402,36,28,14409.0,4
2033,501,505,11,16,11652.0,3
2034,534,432,29,26,10754.0,3
2035,830,222,5,14,8898.0,2
2036,729,237,35,101,18685.0,4
2037,622,197,85,178,24846.0,4
2038,833,198,14,11,8131.0,2
2039,636,279,22,31,14197.0,4
2040,751,229,18,15,8963.0,2
2041,723,257,28,70,15052.0,4
2042,630,361,28,30,10533.0,3
2043,668,350,9,46,10839.0,3
2044,670,359,6,39,13617.0,4
2045,928,194,11,21,7819.0,2
2046,743,186,14,18,6833.0,1
2047,692,244,9,15,8837.0,2
2048,729,345,10,12,10674.0,2
2049,749,197,21,45,10533.0,3
2050,575,415,14,51,18691.0,4
2051,846,217,11,23,7720.0,2
2052,678,358,34,64,17992.0,4
2053,539,459,8,16,15947.0,2
2054,576,378,27,3,12227.0,2
2055,884,178,7,7,7427.0,1
2056,831,267,30,8,7365.0,1
2057,801,264,16,37,12554.0,4
2058,685,209,70,115,19534.0,4
2059,710,347,9,16,12513.0,2
2060,420,418,125,63,21999.0,4
2061,506,340,146,70,21553.0,4
2062,748,252,13,19,11335.0,3
2063,781,194,22,39,10117.0,3
2064,453,605,24,16,13093.0,4
2065,451,416,41,127,20119.0,4
2066,691,290,15,25,10480.0,3
2067,722,157,40,70,12847.0,4
2068,647,312,27,41,13115.0,4
2069,816,250,0,0,7240.0,1
2070,797,189,24,60,13280.0,4
2071,1225,192,16,7,8855.0,2
2072,823,200,18,24,9835.0,2
2073,768,205,19,15,8744.0,2
2074,736,168,10,38,9026.0,2
2075,826,200,14,48,9937.0,2
2076,845,137,31,25,6939.0,1
2077,711,145,11,38,7952.0,2
2078,811,112,16,33,6403.0,1
2079,807,204,29,22,8331.0,2
2080,859,156,15,30,7189.0,1
2081,657,249,31,70,14653.0,4
2082,793,168,14,11,4773.0,0
2083,824,149,13,31,5897.0,1
2084,781,151,3,13,5439.0,1
2085,797,186,11,43,9121.0,2
2086,771,142,26,42,7357.0,1
2087,821,181,28,65,11532.0,3
2088,679,207,69,83,16448.0,4
2089,840,145,19,22,6698.0,1
2090,842,161,6,8,4761.0,0
2091,837,155,23,44,9351.0,2
2092,1440,0,0,0,385.0,0
2093,1440,0,0,0,17228.0,4
2094,1440,0,0,0,16074.0,4
2095,1440,0,0,0,17375.0,4
2096,1424,16,0,0,18903.0,4
2097,707,183,20,77,15647.0,4
2098,689,222,14,98,21991.0,4
2099,638,227,17,80,15502.0,4
2100,799,177,28,128,21369.0,4
2101,599,227,36,109,9948.0,2
2102,711,113,39,143,14219.0,4
2103,741,153,19,150,16322.0,4
2104,563,260,49,128,4918.0,0
2105,813,98,12,88,24041.0,4
2106,650,250,32,108,1409.0,0
2107,612,209,46,85,19635.0,4
2108,875,191,7,4,12469.0,1
2109,676,126,34,215,11579.0,3
2110,960,50,0,0,17081.0,4
2111,763,132,26,144,3132.0,0
2112,775,147,11,84,22800.0,4
2113,725,118,10,152,22487.0,4
2114,475,331,35,90,21967.0,4
2115,895,167,0,0,9594.0,2
2116,679,97,38,178,16534.0,4
2117,658,147,45,158,15134.0,4
2118,717,104,27,166,20025.0,4
2119,818,110,12,63,26116.0,4
2120,660,204,36,94,14643.0,4
2121,1115,208,32,85,10886.0,3
2122,588,161,17,165,19220.0,4
2123,639,128,34,214,16187.0,4
2124,661,196,26,117,21078.0,4
2125,676,269,12,40,21623.0,4
2126,653,194,21,130,17015.0,4
2127,825,159,27,108,9379.0,2
2128,592,250,28,144,14888.0,4
2129,643,189,29,165,19928.0,4
2130,696,250,33,83,18049.0,4
2131,767,251,11,37,11890.0,3
2132,739,188,17,83,19888.0,4
2133,634,171,42,160,17538.0,4
2134,695,187,15,98,14124.0,4
2135,723,189,11,70,23793.0,4
2136,601,153,25,135,13145.0,4
2137,699,155,30,123,22707.0,4
2138,780,94,24,107,10055.0,3
2139,644,135,32,183,9569.0,2
2140,745,208,18,68,9261.0,2
2141,666,209,25,133,15626.0,4
2142,659,287,14,34,14476.0,4
2143,639,186,43,78,18867.0,4
2144,722,263,20,25,9417.0,2
2145,542,273,48,74,16565.0,4
2146,689,202,20,101,8065.0,2
2147,503,237,33,135,15828.0,4
2148,743,145,7,64,1058.0,0
2149,661,181,17,111,239.0,0
2150,799,135,3,55,8414.0,2
2151,612,199,17,131,15541.0,4
2152,950,25,2,7,16953.0,1
2153,1434,6,0,0,13684.0,4
2154,628,240,16,48,21047.0,4
2155,726,281,12,63,21214.0,4
2156,728,150,21,134,22660.0,4
2157,615,143,32,106,12857.0,4
2158,553,182,46,253,20111.0,4
2159,656,208,8,141,5824.0,1
2160,643,138,11,175,13801.0,4
2161,751,136,22,85,15668.0,4
2162,657,160,14,172,21089.0,4
2163,846,222,3,11,24040.0,1
2164,624,147,26,156,15446.0,4
2165,772,120,29,99,23550.0,4
2166,694,145,26,159,15735.0,4
2167,628,127,22,215,10183.0,3
2168,749,131,31,109,15403.0,4
2169,734,169,27,154,24495.0,4
2170,541,223,13,135,20276.0,4
2171,766,119,15,64,16213.0,4
2172,733,147,12,90,21309.0,4
2173,642,122,25,213,7550.0,2
2174,633,166,50,154,4766.0,0
2175,821,191,15,90,27156.0,4
2176,652,197,30,138,14874.0,4
2177,669,269,1,15,20667.0,2
2178,959,139,4,11,12191.0,1
2179,1082,116,18,224,14950.0,4
2180,800,103,23,106,11957.0,3
2181,562,293,25,116,17758.0,4
2182,674,162,19,122,16166.0,4
2183,655,213,16,96,15195.0,4
2184,621,237,23,73,17319.0,4
2185,506,230,62,85,14191.0,4
2186,646,226,25,90,16075.0,4
2187,548,354,46,73,19941.0,4
2188,635,337,23,98,10319.0,3
2189,671,217,11,87,9845.0,2
2190,670,219,3,99,19587.0,4
2191,602,251,16,96,26750.0,4
2192,648,234,19,40,19540.0,4
2193,806,109,11,57,13895.0,4
2194,662,150,41,149,17449.0,4
2195,664,161,36,185,23982.0,4
2196,608,172,50,155,12872.0,4
2197,661,289,1,57,14934.0,4
2198,686,185,31,147,25436.0,4
2199,661,204,19,197,28029.0,4
2200,730,121,23,116,17634.0,4
2201,760,95,25,114,13643.0,4
2202,563,186,55,194,17558.0,4
2203,546,175,48,203,14370.0,4
2204,620,221,43,144,6731.0,1
2205,625,280,39,22,21897.0,4
2206,756,140,8,125,31147.0,4
2207,634,253,15,66,6665.0,1
2208,1041,185,38,17,27295.0,4
2209,448,281,78,152,12031.0,3
2210,532,165,26,215,23021.0,4
2211,853,224,0,0,23647.0,4
2212,527,164,32,223,17096.0,4
2213,864,215,13,63,15797.0,4
2214,622,139,28,168,19857.0,4
2215,640,152,19,196,16197.0,4
2216,612,171,31,108,10894.0,3
2217,584,217,27,113,24870.0,4
2218,565,213,29,161,12198.0,3
2219,645,205,30,120,18491.0,4
2220,690,232,18,56,10341.0,3
2221,680,189,17,163,16566.0,4
2222,1130,246,17,47,20861.0,4
2223,575,187,24,122,17450.0,4
2224,741,166,25,67,10922.0,3
2225,672,221,20,105,15858.0,4
2226,502,215,9,151,12603.0,4
2227,624,218,34,138,19589.0,4
2228,784,106,34,73,16234.0,4
2229,1135,151,18,136,13056.0,4
2230,760,89,14,107,12485.0,3
2231,537,166,52,191,17238.0,4
2232,755,199,22,127,10874.0,3
2233,793,193,6,73,9817.0,2
2234,669,111,9,119,5102.0,1
2235,666,95,18,149,15078.0,4
2236,686,152,12,67,17133.0,4
2237,775,106,11,54,13039.0,4
2238,855,128,14,72,18485.0,4
2239,680,171,12,91,15137.0,4
2240,609,237,42,109,0.0,0
2241,983,77,11,115,0.0,0
2242,784,96,20,152,0.0,0
2243,663,135,29,117,0.0,0
